rendering_npi,provider_last_or_org_name,provider_first_name,provider_middle_initial,provider_credentials,provider_entity_type,provider_city,provider_state,provider_zip5,provider_ruca,provider_ruca_description,provider_country,provider_type,medicare_participating,hcpcs_code,hcpcs_description,hcpcs_drug_indicator,place_of_service,total_beneficiaries,total_services,total_beneficiary_day_services,average_submitted_charge,average_medicare_allowed,average_medicare_payment,average_medicare_standardized,year,extract_state,extract_hcpcs_code,provider_name,code_family,place_of_service_label,estimated_submitted_charge,estimated_allowed_amount,estimated_medicare_payment,estimated_standardized_payment,services_per_beneficiary,beneficiary_days_per_beneficiary,payment_per_beneficiary,charge_to_allowed_ratio,payment_to_allowed_ratio,payment_percentile,services_per_bene_percentile,charge_ratio_percentile,payment_per_bene_percentile,beneficiary_day_percentile,provider_code_services,provider_code_payment,prior_provider_code_services,prior_provider_code_payment,service_growth_rate,payment_growth_rate,high_payment_volume_flag,high_service_intensity_flag,high_charge_ratio_flag,high_payment_per_bene_flag,high_beneficiary_day_flag,rapid_growth_flag,audit_priority_score,audit_priority_decile
1407219462,Galvez,Carlos,,M.D.,I,Chicago,IL,60612,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Hematology-Oncology,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,F,35,143.0,143,815.23076923,148.47825175,116.30993007,109.89335664,2024,IL,99215,"Galvez, Carlos",Established outpatient E/M,Facility,116577.99999989,21232.39000025,16632.32000001,15714.74999952,4.085714285714285,4.085714285714285,475.20914285742856,5.49057359998179,0.7833465756711403,0.8911192214111923,0.9908759124087592,0.9586374695863747,0.9927007299270073,0.9908759124087592,143.0,16632.32000001,80.0,8861.630000000001,0.7875,0.8768917230814194,0,1,1,1,1,1,96.27433090024331,10
1689690521,Zielinski,Anjanette,,N.P.,I,La Porte,IN,46350,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Nurse Practitioner,Y,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",N,O,192,671.0,671,269.48733234,99.582757079,73.515722802,79.873740686,2024,IN,99214,"Zielinski, Anjanette",Established outpatient E/M,Office,180826.00000014002,66820.030000009,49329.050000142,53595.280000306004,3.4947916666666665,3.4947916666666665,256.92213541740625,2.7061646036392926,0.738237471610464,0.9424849699398797,0.977755511022044,0.9100200400801604,0.9758517034068136,0.977755511022044,671.0,49329.050000142,74.0,5047.070000026,8.067567567567568,8.773799451937041,1,1,1,1,1,1,96.18286573146293,10
1992414304,Rhodes,Natasha,C,AGNP-C,I,Mount Vernon,IL,62864,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Nurse Practitioner,Y,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",N,O,255,609.0,609,280.0,73.333990148,57.991740558,60.23182266,2024,IL,99213,"Rhodes, Natasha",Established outpatient E/M,Office,170520.0,44660.400000132,35316.969999821995,36681.17999994,2.388235294117647,2.388235294117647,138.49792156792938,3.8181476206996803,0.7907893793991458,0.9585934513950822,0.955472034654096,0.9498662249968148,0.9430500700726208,0.955472034654096,609.0,35316.969999821995,29.0,1313.4999999919999,20.0,25.887681766301565,1,1,1,1,1,1,96.02274175054147,10
1215056296,Holemon,Lance,D,M.D.,I,Chicago,IL,60612,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Psychiatry,Y,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",N,O,40,438.0,438,450.0,100.08593607,78.033972603,98.647671233,2024,IL,99214,"Holemon, Lance",Established outpatient E/M,Office,197100.0,43837.63999866,34178.880000114,43207.680000053995,10.95,10.95,854.4720000028499,4.496136197250236,0.7796697085235144,0.8517166244626347,0.9994111065308285,0.9716153347859372,0.9988811024085743,0.9994111065308285,438.0,34178.880000114,243.0,18835.030000089002,0.8024691358024691,0.814644309032292,0,1,1,1,1,1,95.8326953654084,10
1124449558,Pond,Robin,K,"M.M.S., PA-C",I,Crystal Lake,IL,60014,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Physician Assistant,Y,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",N,O,126,460.0,460,620.99706522,104.38308696,82.894282609,85.314652174,2024,IL,99214,"Pond, Robin",Established outpatient E/M,Office,285658.6500012,48016.2200016,38131.37000014,39244.74000004,3.6507936507936507,3.6507936507936507,302.6299206360317,5.949211537094783,0.7941351901267818,0.8758612566986632,0.9731464578057829,0.9976444261233143,0.9668452976856486,0.9732053471527001,460.0,38131.37000014,42.0,3450.4799999879997,9.952380952380953,10.051033479478976,0,1,1,1,1,1,95.55885990224368,10
1538347521,Kandra,Ajay,K,MD,I,Madison,IN,47250,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Hematology-Oncology,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,O,151,314.0,314,355.0,141.95101911,111.56754777,108.63503185,2024,IN,99215,"Kandra, Ajay",Established outpatient E/M,Office,111470.0,44572.62000054,35032.20999978,34111.4000009,2.0794701986754967,2.0794701986754967,232.0013907270199,2.500862637167156,0.7859580612348025,0.9759535655058044,0.9481757877280266,0.9050580431177446,0.9411276948590381,0.9481757877280266,382.0,42112.30999998,228.0,23806.63000012,0.6754385964912281,0.7689320159874679,1,1,1,1,1,1,95.53689883913765,10
1487367363,Dowell,Melanie,R,FNP,I,Shelbyville,IN,46176,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Nurse Practitioner,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,F,46,179.0,179,338.26815642,112.2377095,87.930111732,93.524357542,2024,IN,99215,"Dowell, Melanie",Established outpatient E/M,Facility,60549.99999918001,20090.5500005,15739.490000028,16740.860000018,3.891304347826087,3.891304347826087,342.1628260875652,3.0138547724016056,0.7834275318314475,0.9081455805892548,0.9844020797227037,0.902946273830156,0.9740034662045061,0.9844020797227037,179.0,15739.490000028,18.0,2032.3799999999999,8.944444444444445,6.744363750887138,1,1,1,1,1,1,95.3899480069324,10
1639395114,Gupta,Amit,K,M.D.,I,Springfield,IL,62702,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Hematology-Oncology,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,O,98,207.0,207,813.33816425,176.70550725,136.9852657,136.64376812,2024,IL,99215,"Gupta, Amit",Established outpatient E/M,Office,168360.99999975,36578.04000075,28355.949999900004,28285.26000084,2.1122448979591835,2.1122448979591835,289.3464285704082,4.602788995700641,0.7752178629395831,0.9276642738818333,0.9420209828823854,0.9779127553837659,0.9501196392416713,0.9420209828823854,207.0,28355.949999900004,93.0,12726.489999570002,1.2258064516129032,1.2281045284959236,1,1,1,1,1,1,95.37272225289895,10
1861428583,Narula,Sunil,,,I,Chicago,IL,60637,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Hematology-Oncology,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,O,137,294.0,294,660.88435374,149.28295918,115.27180272,108.31663265,2024,IL,99215,"Narula, Sunil",Established outpatient E/M,Office,194299.99999956,43889.18999892,33889.90999968,31845.0899991,2.145985401459854,2.145985401459854,247.3716058370803,4.427058234712038,0.772169866896927,0.9460703110620283,0.9445978280876127,0.9720228234861035,0.9184612552917357,0.9445978280876127,294.0,33889.90999968,110.0,12759.849999600001,1.6727272727272726,1.6559802819580471,1,1,1,1,1,1,95.34695380084669,10
1265745145,Ranganath,Praveen,,MD,I,Anderson,IN,46016,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Hematology-Oncology,Y,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",N,F,90,277.0,277,381.0,94.561046931,68.608772563,68.727184116,2024,IN,99214,"Ranganath, Praveen",Established outpatient E/M,Facility,105537.0,26193.409999887,19004.629999951,19037.430000132,3.077777777777778,3.077777777777778,211.16255555501112,4.029143208175464,0.7255500524762902,0.8988183161004432,0.9564254062038404,0.9689807976366323,0.9682422451994092,0.9564254062038404,295.0,20617.879999951,180.0,12985.48000008,0.6388888888888888,0.5877641796702147,0,1,1,1,1,1,95.22156573116692,10
1487096483,Ali,Natasha,M,PAC,I,Libertyville,IL,60048,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Physician Assistant,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,O,144,367.0,367,394.0,120.6319891,92.657792916,92.289836512,2024,IL,99215,"Ali, Natasha",Established outpatient E/M,Office,144598.0,44271.9399997,34005.410000172,33870.369999903996,2.548611111111111,2.548611111111111,236.14868055675,3.266132001465936,0.7681030015942928,0.9466224921774342,0.9668691330756488,0.9304251794588625,0.9018958218295601,0.9668691330756488,408.0,37692.960000154,111.0,11156.61,2.675675675675676,2.3785316507571745,1,1,1,1,1,1,95.15645131603165,10
1629488002,Khan,Shaan,,M.D.,I,La Porte,IN,46350,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Pain Management,Y,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",N,O,178,325.0,325,506.65261538,81.787969231,62.862707692,69.3228,2024,IN,99213,"Khan, Shaan",Established outpatient E/M,Office,164662.0999985,26581.090000075,20430.3799999,22529.91,1.8258426966292134,1.8258426966292134,114.77741572977529,6.194708343338643,0.7686058020887162,0.9233386709367494,0.9245396317053642,0.9975980784627703,0.9495596477181746,0.9245396317053642,325.0,20430.3799999,197.0,11653.920000055,0.649746192893401,0.7530908054803516,1,1,1,1,1,1,95.02702161729384,10
1861033060,Deenihan,Erica,L,FNP,I,Dyer,IN,46311,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Nurse Practitioner,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,F,54,173.0,173,370.0,108.17115607,83.382254335,93.168439306,2024,IN,99215,"Deenihan, Erica",Established outpatient E/M,Facility,64010.0,18713.61000011,14425.129999955,16118.139999938,3.2037037037037037,3.2037037037037037,267.1320370362037,3.420505183105972,0.7708363057619673,0.8925476603119584,0.9688041594454073,0.9566724436741768,0.951473136915078,0.9688041594454073,173.0,14425.129999955,80.0,7161.359999968001,1.1625,1.0143003563596098,0,1,1,1,1,1,95.0,10
1437101714,Levy,David,B,MD,I,Chicago,IL,60638,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Family Practice,Y,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",N,O,296,762.0,762,533.0,131.24597113,86.207060367,82.965498688,2024,IL,99214,"Levy, David",Established outpatient E/M,Office,406146.0,100009.43000105998,65689.779999654,63219.710000256,2.574324324324324,2.574324324324324,221.9249324312635,4.061077040392044,0.6568358603679448,0.9617219245038573,0.9254460868028973,0.9552440963429716,0.9232082916200459,0.9255049761498145,762.0,65689.779999654,323.0,30307.990000094,1.3591331269349844,1.1674080003144474,1,1,1,1,1,1,94.98380542959778,10
1942459292,Smith,Eleanor,G,MD,I,Winnetka,IL,60093,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Internal Medicine,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,O,190,347.0,347,750.0,192.69138329,144.13317003,131.01587896,2024,IL,99215,"Smith, Eleanor",Established outpatient E/M,Office,260250.0,66863.91000163,50014.21000041,45462.509999120004,1.8263157894736841,1.8263157894736841,263.2326842126842,3.8922342410675004,0.7480000795524934,0.9742315479477268,0.9076016933554206,0.9532486655623045,0.9346585680103073,0.9076016933554206,347.0,50014.21000041,90.0,13065.270000299999,2.8555555555555556,2.828027281430969,1,1,1,1,1,1,94.90244800294496,10
1659366276,Kline,Randall,I,D.P.M.,I,South Bend,IN,46617,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Podiatry,Y,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",N,F,56,186.0,186,214.0,60.086989247,47.005215054,50.340215054,2024,IN,99213,"Kline, Randall",Established outpatient E/M,Facility,39804.0,11176.179999942,8742.970000043999,9363.280000044,3.3214285714285716,3.3214285714285716,156.12446428649997,3.5615031254155327,0.7822860762880852,0.9068901303538175,0.962756052141527,0.9059590316573557,0.9674115456238361,0.962756052141527,236.0,11764.040000043999,148.0,7612.019999986,0.5945945945945946,0.5454557397465634,1,1,1,1,1,1,94.65549348230914,10
1689788630,Davis,Dennon,W,M.D.,I,Mount Vernon,IL,62864,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Family Practice,Y,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",N,O,446,1105.0,1105,402.360181,122.40774661,84.553800905,87.601393665,2024,IL,99214,"Davis, Dennon",Established outpatient E/M,Office,444608.00000500004,135260.56000405,93431.950000025,96799.539999825,2.477578475336323,2.477578475336323,209.48867713010088,3.28704834573868,0.690755309583425,0.9852187739237972,0.9169660208468288,0.9230905129262117,0.9090159590130146,0.9169660208468288,1105.0,93431.950000025,499.0,47173.800000153,1.214428857715431,0.9805898613154328,1,1,1,1,1,1,94.62104705258818,10
1295012227,Casey,Andrea,G,APRN,I,Madison,IN,47250,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Nurse Practitioner,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,F,58,166.0,166,402.0,113.52,88.234819277,92.981084337,2024,IN,99215,"Casey, Andrea",Established outpatient E/M,Facility,66732.0,18844.32,14646.979999982,15434.859999942,2.8620689655172415,2.8620689655172415,252.53413793072414,3.54122621564482,0.7772623262596899,0.8960138648180243,0.9566724436741768,0.9618717504332756,0.9358752166377816,0.9566724436741768,166.0,14646.979999982,45.0,4166.55,2.688888888888889,2.5153736304573324,0,1,1,1,1,1,94.56672443674177,10
1174671937,Srokowski,Tomasz,P,M.D.,I,Springfield,IL,62702,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Hematology-Oncology,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,O,52,131.0,131,813.53435115,176.92030534,136.45961832,135.8451145,2024,IL,99215,"Srokowski, Tomasz",Established outpatient E/M,Office,106573.00000065,23176.55999954,17876.20999992,17795.7099995,2.519230769230769,2.519230769230769,343.7732692292308,4.598309671614995,0.7713055777162271,0.8510951592122216,0.966132891588441,0.97736057426836,0.9690778575372723,0.966132891588441,131.0,17876.20999992,83.0,11425.0599999,0.5783132530120482,0.5646491134467971,0,1,1,1,1,1,94.45794220504325,10
1942647813,Miller,Adam,R,M.D.,I,Indianapolis,IN,46202,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Hematology-Oncology,Y,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",N,O,120,491.0,491,623.0509165,143.03804481,109.57032587,108.74433809,2024,IN,99215,"Miller, Adam",Established outpatient E/M,Office,305918.0000015,70231.68000171,53799.03000217,53393.47000219,4.091666666666667,4.091666666666667,448.32525001808335,4.3558405550607855,0.766022256634899,0.9929519071310116,0.9933665008291874,0.9954394693200663,0.99212271973466,0.9933665008291874,491.0,53799.03000217,438.0,48062.34999822,0.12100456621004566,0.11935912422431405,1,1,1,1,1,0,94.4382255389718,10
1760596886,Rock,Michael,H,M.D.,I,Chicago,IL,60631,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Pain Management,Y,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",N,O,295,1809.0,1809,624.88944168,136.16313433,101.31101714,92.573388612,2024,IL,99214,"Rock, Michael",Established outpatient E/M,Office,1130424.99999912,246319.11000296997,183271.63000626,167465.259999108,6.132203389830509,6.132203389830509,621.2597627330848,4.589270398003183,0.7440414590814745,0.9987044343678229,0.9956421883281314,0.9729109004181143,0.9969377539603086,0.9956421883281314,1809.0,183271.63000626,1819.0,179399.35999997,-0.005497526113249038,0.021584636680368557,1,1,1,1,1,0,94.38460632471586,10
1629092937,Brown,Jeffrey,L,MD,I,Kankakee,IL,60901,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,General Surgery,Y,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",N,O,73,291.0,291,203.27491409,63.799793814,49.990034364,50.304948454,2024,IL,99213,"Brown, Jeffrey",Established outpatient E/M,Office,59153.000000190004,18565.739999874,14547.099999924001,14638.740000114,3.9863013698630136,3.9863013698630136,199.27534246471234,3.186137476911314,0.7835453905970206,0.8424003057714359,0.9911453688367945,0.9216460695630017,0.980443368581985,0.9912090712192636,291.0,14547.099999924001,24.0,1250.16,11.125,10.636190567546555,0,1,1,1,1,1,94.32634730538923,10
1396263323,Alig,Kendall,J,FNP-BC,I,Richmond,IN,47374,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Nurse Practitioner,Y,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",N,O,50,200.0,200,256.0,62.8712,49.1312,52.11625,2024,IN,99213,"Alig, Kendall",Established outpatient E/M,Office,51200.0,12574.24,9826.24,10423.25,4.0,4.0,196.5248,4.071816666454593,0.7814579648551324,0.7898318654923939,0.9939451561248999,0.991293034427542,0.9922938350680545,0.9939451561248999,200.0,9826.24,122.0,5711.3899999820005,0.639344262295082,0.7204638450589028,0,1,1,1,1,1,94.3179543634908,10
1295937555,Primus,Gregory,L,M.D.,I,Tinley Park,IL,60477,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Orthopedic Surgery,Y,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",N,O,102,242.0,242,367.88,93.233099174,71.411157025,68.431404959,2024,IL,99213,"Primus, Gregory",Established outpatient E/M,Office,89026.95999999999,22562.410000108,17281.50000005,16560.400000078,2.372549019607843,2.372549019607843,169.4264705887255,3.945808980493389,0.7659421134518554,0.8709389731175946,0.9544527965345904,0.955472034654096,0.9683399159128552,0.9545164989170595,242.0,17281.50000005,105.0,7596.8100000449995,1.3047619047619048,1.274836411592186,0,1,1,1,1,1,94.26487450630654,10
1174162754,Varner,Katina,A,"DNP, FNP-BC",I,Crown Point,IN,46307,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Nurse Practitioner,Y,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",N,O,175,510.0,510,269.69470588,96.227803922,71.324117647,81.087098039,2024,IN,99214,"Varner, Katina",Established outpatient E/M,Office,137544.2999988,49076.18000022,36375.29999997,41354.41999989,2.914285714285714,2.914285714285714,207.8588571426857,2.802669237870254,0.7412007209975783,0.8948897795591182,0.9584168336673347,0.9281563126252504,0.9475951903807616,0.9584168336673347,510.0,36375.29999997,28.0,1809.6399999999999,17.214285714285715,19.100848787587587,0,1,1,1,1,1,94.26102204408816,10
